generic id,generic name,slug,drug class,indication
859,Pantoprazole Sodium Sesquihydrate,pantoprazole-sodium-sesquihydrate-859,Proton Pump Inhibitor,Zollinger-Ellison syndrome
860,Paracetamol,paracetamol-860,Non opioid analgesics,Toothache
858,Pancuronium Bromide,pancuronium-bromide-858,Non depolarizing muscle relaxants,Vomiting
857,Pancreatin,pancreatin-857,Digestive Enzyme,Pancreatic insufficiency
856,Palonosetron,palonosetron-856,Anti-emetic drugs,Vomiting
1555,Paliperidone Palmitate,paliperidone-palmitate-1555,Atypical neuroleptic drugs,Schizoaffective Disorder
1371,Paliperidone,paliperidone-1371,Atypical neuroleptic drugs,Schizoaffective Disorder
1390,Palbociclib,palbociclib-1390,,Endocrine Disorders
95,Padimate O + Avobenzone + Oxybenzone + Titanium dioxide,padimate-o-avobenzone-oxybenzone-titanium-dioxide-95,Sunblock Preparation,Vitiligo
855,Paclitaxel,paclitaxel-855,,
1800,Ozenoxacin,ozenoxacin-1800,Topical Antibiotic preparations,Impetigo
854,Oxytocin,oxytocin-854,Drugs acting on the Uterus,Uterine atony
881,Phenoxymethyl Penicillin [Penicillin V],phenoxymethyl-penicillin-penicillin-v-881,Benzylpenicillin & Phenoxymethyl penicillin,Vincentâ€™s infection
879,Phenobarbital,phenobarbital-879,Adjunct anti-epileptic drugs,Tonic-clonic status epilepticus
878,Pheniramine Maleate,pheniramine-maleate-878,Sedating Anti-histamine,Motion sickness
877,Pethidine Hydrochloride,pethidine-hydrochloride-877,Opioid analgesics,Post-operative pain
1406,Pertuzumab,pertuzumab-1406,Targeted Cancer Therapy,Breast cancer
305,Permethrin + Crotamiton,permethrin-crotamiton-305,Parasiticidal preparations,Scabies
876,Permethrin,permethrin-876,Parasiticidal preparations,Scabies
176,Peritoneal Dialysis solutions,peritoneal-dialysis-solutions-176,Peritoneal dialysis solution,Peritoneal dialysis
1468,Perindopril Arginine + Amlodipine,perindopril-arginine-amlodipine-1468,Combined antihypertensive preparations,Lower the blood pressure
875,Perindopril Arginine,perindopril-arginine-875,Angiotensin-converting enzyme (ACE) inhibitors,Hypertension
1863,Perampanel,perampanel-1863,Adjunct anti-epileptic drugs,Partial seizures
873,Pentoxifylline,pentoxifylline-873,Peripheral Vasodilator drugs: Intermittent Claudication,Peripheral vascular disease
1861,Pentosan Polysulfate Sodium,pentosan-polysulfate-sodium-1861,Other genito-urinary preparations,Interstitial cystitis
872,Pentazocine Hydrochloride,pentazocine-hydrochloride-872,Opioid analgesics,Pain
871,Pemirolast Potassium,pemirolast-potassium-871,Ophthalmic Non-Steroid drugs,Conjunctivitis
870,Pemetrexed,pemetrexed-870,Cytotoxic Chemotherapy,Non-small cell lung cancer
1808,Pembrolizumab,pembrolizumab-1808,Immunosuppressant,Melanoma
1665,Pegylated Erythropoietin,pegylated-erythropoietin-1665,Drugs for Haemolytic Hypoplastic & Renal Anemia,Anemia; vitamin & mineral deficiency
868,Peginterferon alfa-2a [Pegylated Interferon alfa-2a],peginterferon-alfa-2a-pegylated-interferon-alfa-2a-868,Hepatic viral infections (Hepatitis B),Chronic myelogenous leukaemia
867,Pegfilgrastim [Pegylated Filgrastim],pegfilgrastim-pegylated-filgrastim-867,Hematopoietic drug,Neutropenia
1235,Podophyllotoxin,podophyllotoxin-1235,Anti neoplastic preparations,Warts
895,Pizotifen,pizotifen-895,Other drugs for migraine,Migraine
894,Pivmecillinam,pivmecillinam-894,Mecillinams,Shigellosis
893,Pitavastatin Calcium,pitavastatin-calcium-893,Other Anti-anginal & Anti-ischaemic drugs,Obesity
1407,Pirfenidone,pirfenidone-1407,Immunosuppressant,Idiopathic Pulmonary Fibrosis
891,Piracetam,piracetam-891,Adjunct anti-epileptic drugs,Cortical myoclonus
890,Piperacillin + Tazobactam,piperacillin-tazobactam-890,Other beta-lactam Antibiotics,Skin and skin sructure infections
889,Pipecuronium Bromide,pipecuronium-bromide-889,Non depolarizing muscle relaxants,Muscle relaxant in general anesthesia
735,Pioglitazone + Metformin Hydrochloride,pioglitazone-metformin-hydrochloride-735,Combination Oral hypoglycemic preparations,Type 2 DM
525,Pioglitazone + Glimepiride,pioglitazone-glimepiride-525,Combination Oral hypoglycemic preparations,Type 2 DM
888,Pioglitazone,pioglitazone-888,Thiazolidinedione Group,Type 2 DM
887,Pimecrolimus,pimecrolimus-887,Drugs affecting the immune response,Atopic dermatitis
1818,Pimavanserin,pimavanserin-1818,Antiparkinson drugs,Parkinsonâ€™s disease
1344,Pilocarpine Hydrochloride (Oral),pilocarpine-hydrochloride-oral-1344,Drugs affecting exocrine secretions,Sjogrenâ€™s syndrome
886,Pilocarpine Hydrochloride (Ophthalmic),pilocarpine-hydrochloride-ophthalmic-886,Drugs affecting exocrine secretions,Suspected glaucoma
1626,Phytomenadione (Oral),phytomenadione-oral-1626,Vitamin-K Preparations,Vitamin K deficiency
885,Phytomenadione (Injection),phytomenadione-injection-885,Vitamin-K Preparations,Vitamin K deficiency
884,Phospholipids,phospholipids-884,Cholagogues; Cholelitholytics & Hepatic Protectors,
1268,Pholcodine,pholcodine-1268,Cough suppressant,Nonproductive coughs
883,Phenytoin Sodium,phenytoin-sodium-883,Adjunct anti-epileptic drugs,Tonic-clonic status epilepticus
918,Prednisolone,prednisolone-918,Glucocorticoids,Wiskott-Aldrich syndrome
914,Precipitated Sulpher + Salicylic Acid,precipitated-sulpher-salicylic-acid-914,Other scalp preparations,Warts
913,Prazosin Hydrochloride,prazosin-hydrochloride-913,Alpha adrenoceptor blocking drugs,Hypertension
912,Prasugrel Hydrochloride,prasugrel-hydrochloride-912,Anti-platelet drugs,Unstable angina
1506,Pramoxine Hydrochloride + Calamine,pramoxine-hydrochloride-calamine-1506,Topical Analgesics,Sunburn
911,Pramipexole,pramipexole-911,Antiparkinson drugs,Parkinsonâ€™s disease
910,Pralidoxime Chloride,pralidoxime-chloride-910,Antidote preparations,Organophosphorous poisoning
907,Povidone Iodine,povidone-iodine-907,Iodine compounds (Anti-septic Preparations),Secondarily infected dermatoses
270,Potassium Citrate + Citric Acid,potassium-citrate-citric-acid-270,Prevention of repeated kidney stone formation,Urine alkalinisation
916,Potassium Citrate,potassium-citrate-916,Prevention of repeated kidney stone formation,Urinary tract infection
904,Potassium Chloride,potassium-chloride-904,Electrolytes preparations,Ulcerative colitis
1862,Posaconazole,posaconazole-1862,Aural Anti-fungal preparations,Invasive aspergillosis
1485,Ponatinib Hydrochloride,ponatinib-hydrochloride-1485,Tyrosine Kinase Inhibitor,Lymphocytic leukemia
896,Polysaccharide Pneumococcal Vaccine,polysaccharide-pneumococcal-vaccine-896,Vaccines; Anti-sera & Immunoglobulin,Pneumococcal pneumonia
1557,Polysaccharide Diphtheria Toxoid Conjugate Vaccine,polysaccharide-diphtheria-toxoid-conjugate-vaccine-1557,Vaccines; Anti-sera & Immunoglobulin,Meningococcal infection
1817,Polymyxin B Sulfate,polymyxin-b-sulfate-1817,Other antibacterial preparation,Urinary tract infection
1831,Polygeline + Electrolytes,polygeline-electrolytes-1831,Intravenous fluid preparations,Hypovolemia
899,Polyethylene Glycol 3350 + Electrolytes,polyethylene-glycol-3350-electrolytes-899,Osmotic purgatives,Faecal impaction
901,Polyethylene Glycol + Propylene Glycol,polyethylene-glycol-propylene-glycol-901,Drugs for Dry eyes,Dry eye
900,Polyethylene Glycol,polyethylene-glycol-900,Osmotic purgatives,Osmotic laxative
928,Proparacaine Hydrochloride,proparacaine-hydrochloride-928,Ocular perioperative drugs,Tonometry
927,Propantheline Bromide,propantheline-bromide-927,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Peptic ulcer disease
926,Propafenone Hydrochloride,propafenone-hydrochloride-926,Membrane stabilizing agent (Sodium channel blockers),Supraventricular and ventricular arrhythmias
925,Promethazine Theoclate,promethazine-theoclate-925,Sedating Anti-histamine,Vertigo
1170,Promethazine Hydrochloride (Injection),promethazine-hydrochloride-injection-1170,Sedating Anti-histamine,Vomiting
1346,Promethazine Hydrochloride,promethazine-hydrochloride-1346,Sedating Anti-histamine,Vasomotor rhinitis
1637,Progesterone (Vaginal Pessary),progesterone-vaginal-pessary-1637,Corticosteroid,Premenstrual syndrome
1597,Progesterone (VaginalÂ Gel),progesterone-vaginal-gel-1597,Drugs for Infertility,Infertility
924,Progesterone (Capsule),progesterone-capsule-924,Female Sex hormones,Recurrent miscarriage
923,Procyclidine Hydrochloride,procyclidine-hydrochloride-923,Antiparkinson drugs,Sialorrhea
922,Prochlorperazine Maleate,prochlorperazine-maleate-922,Anti vertigo drugs,Vomiting
117,Procaine Penicillin + Benzyl Penicillin,procaine-penicillin-benzyl-penicillin-117,Benzylpenicillin & Phenoxymethyl penicillin,Syphilis
1824,Probiotic Combination [9 Billion],probiotic-combination-9-billion-1824,,Irritable bowel syndrome (IBS)
1614,Probiotic Combination [20 Billion],probiotic-combination-20-billion-1614,,Upper Gl bloating
1876,Probiotic Combination [14 strains],probiotic-combination-14-strains-1876,,Stomach upset
2042,Probiotic Combination [10 Billion],probiotic-combination-10-billion-2042,,Gastrointestinal disorders
920,Primaquine Phosphate,primaquine-phosphate-920,Anti-malarial drugs,Pneumocystis jiroveci pneumonia
919,Pregabalin,pregabalin-919,Adjunct anti-epileptic drugs,
1324,Prednisolone Acetate,prednisolone-acetate-1324,Glucocorticoids,Surgical aid in the anterior segment
838,Prednisolone + Neomycin Sulphate + Polymixin B Sulphate,prednisolone-neomycin-sulphate-polymixin-b-sulphate-838,Ophthalmic steroid - antibiotic combined preparations,Steroid-responsive inflammatory ocular conditions
1903,Rabies Immunoglobulin,rabies-immunoglobulin-1903,Vaccines; Anti-sera & Immunoglobulin,Active immunisation against rabies
942,Rabeprazole Sodium,rabeprazole-sodium-942,Proton Pump Inhibitor,Gastric ulcer
77,Rabeprazole + Amoxicillin + Clarithromycin,rabeprazole-amoxicillin-clarithromycin-77,Anti H. pylori drugs,Gastric ulcer
941,Quinine Sulfate,quinine-sulfate-941,Anti-malarial drugs,Nocturnal leg cramps
940,Quetiapine Fumarate,quetiapine-fumarate-940,Atypical neuroleptic drugs,Unipolar and bipolar depression
937,Pyrimethamine,pyrimethamine-937,Anti-malarial drugs,Toxoplasmosis
1443,Pyridoxine Hydrochloride + Doxylamine Succinate,pyridoxine-hydrochloride-doxylamine-succinate-1443,Anti-emetic drugs,Pregnancy-associated nausea and vomiting
936,Pyridoxine Hydrochloride,pyridoxine-hydrochloride-936,Vitamin-B preparations,Vitamin B6 deficiency
935,Pyridostigmine Bromide,pyridostigmine-bromide-935,Drugs used in Myasthenia Gravis,Paralytic ileus
934,Pyrazinamide,pyrazinamide-934,Anti-Tubercular Chemotherapeutics,Tuberculosis
933,Pyrantel Pamoate,pyrantel-pamoate-933,Anthelmintic,Worm infections
1219,Pseudoephedrine Hydrochloride,pseudoephedrine-hydrochloride-1219,Decongestant,Nasal congestion
536,Pseudoephedrine + Guaiphenasine + Triprolidine,pseudoephedrine-guaiphenasine-triprolidine-536,Combined cough expectorants,Sneezing
1586,Prucalopride Succinate,prucalopride-succinate-1586,Osmotic purgatives,Constipation
1255,Protein; Fat; Carbohydrate; Vitamin & Mineral,protein-fat-carbohydrate-vitamin-mineral-1255,Oral nutritional preparations,Vitamin or mineral deficiency
1269,Protamine Sulfate,protamine-sulfate-1269,Antidote preparations,Heparin overdosage
1504,Protamine Crystallised Insulin Aspart,protamine-crystallised-insulin-aspart-1504,Rapid Acting Insulin,Type 1 DM
1826,Propylthiouracil,propylthiouracil-1826,Thyroid drugs & hormone,Hyperthyroidism
931,Propranolol Hydrochloride,propranolol-hydrochloride-931,Beta-adrenoceptor blocking drugs,Tuberculosis
929,Propofol,propofol-929,General (Intravenous) anesthetics,Sedation
954,Ribavirin,ribavirin-954,Hepatic viral infections (Hepatitis C),Chronic hepatitis C
1043,Rhubarb Extract + Salicylic Acid,rhubarb-extract-salicylic-acid-1043,Oral preparations,Teething pain
953,Retapamulin,retapamulin-953,Topical Antibiotic preparations,Skin infections
952,Repaglinide,repaglinide-952,Meglitinide Analogues,Type 2 DM
1561,Remdesivir,remdesivir-1561,Anti-viral drugs,Suspected or confirmed COVID-19
2061,Relugolix,relugolix-2061,Gonadotropin-releasing hormone (GnRH) antagonist,
1381,Regorafenib,regorafenib-1381,Targeted Cancer Therapy,Hepatocellular Carcinoma
1856,Red Clover [Trifolium Pratense],red-clover-trifolium-pratense-1856,Miscellaneous topical agents,Antioxidant
1610,Recombinant Follicle Stimulating Hormone (rFSH),recombinant-follicle-stimulating-hormone-rfsh-1610,Drugs for Infertility,Polycystic ovarian syndrome
1496,Rasagiline,rasagiline-1496,Antiparkinson drugs,Parkinsonâ€™s disease
950,Ranolazine,ranolazine-950,Other Anti-anginal & Anti-ischaemic drugs,Chronic angina
949,Ranitidine Hydrochloride,ranitidine-hydrochloride-949,H2 receptor antagonist,Zollinger-Ellison syndrome
948,Ranibizumab,ranibizumab-948,Drugs for Age-Related Macular Degeneration (AMD),Wet age-related macular degeneration
1901,Ramucirumab,ramucirumab-1901,Cytotoxic Chemotherapy,Non-small cell lung cancer
571,Ramipril + Hydrochlorothiazide,ramipril-hydrochlorothiazide-571,Combined antihypertensive preparations,Hypertension
947,Ramipril,ramipril-947,Angiotensin-converting enzyme (ACE) inhibitors,Thrombotic cardiovascular (CV) events
1408,Ramelteon,ramelteon-1408,Miscellaneous sedatives & hypnotics,Insomnia and sleep disturbances
1814,Racepinephrine,racepinephrine-1814,Other adrenoceptor stimulants,Wheezing
945,Racecadotril,racecadotril-945,Anti-diarrhoeal,Diarrhoea
944,Rabies Vaccine,rabies-vaccine-944,Vaccines; Anti-sera & Immunoglobulin,Active immunisation against rabies
968,Roflumilast,roflumilast-968,Antihistamines anti-allergies & hypo-sensitisation,COPD
966,Rocuronium Bromide,rocuronium-bromide-966,Non depolarizing muscle relaxants,Muscle relaxant in general anaesthesia
965,Rizatriptan Benzoate,rizatriptan-benzoate-965,5-HT Agonists,Cluster headache
964,Rivastigmine Tartrate,rivastigmine-tartrate-964,Drugs for Dementia,Dementia
963,Rivaroxaban,rivaroxaban-963,Oral Anti-coagulants,Stroke
962,Rituximab,rituximab-962,Cytotoxic immunosuppressants,Rheumatoid arthritis
961,Ritodrine Hydrochloride,ritodrine-hydrochloride-961,Drugs acting on the Uterus,Premature labour
960,Risperidone (Oral),risperidone-oral-960,Atypical neuroleptic drugs,Unipolar and bipolar depression
1553,Risperidone (Injection),risperidone-injection-1553,Atypical neuroleptic drugs,Schizophrenia
1450,Risedronate Sodium + Calcium,risedronate-sodium-calcium-1450,Bisphosphonate preparations,Osteoporosis
959,Risedronate Sodium,risedronate-sodium-959,Bisphosphonate preparations,Post-menopausal osteoporosis
178,Ringer's Lactate Solution,ringers-lactate-solution-178,Intravenous fluid preparations,Hypovolemia
1270,Rimexolone,rimexolone-1270,Ophthalmic Steroid preparations,Ocular inflammation
1421,Riluzole,riluzole-1421,Neurodegenerative Disease Drugs / Neuromuscular Disorder Drugs,Abdominal pain
957,Rifaximin,rifaximin-957,4-Quinolone preparations,Travellerâ€™s diarrhea
439,Rifampicin + Isoniazid + Pyrazinamide + Ethambutol,rifampicin-isoniazid-pyrazinamide-ethambutol-439,Combined anti- Tubercular Preparations,Tuberculosis
635,Rifampicin + Isoniazid + Pyrazinamide,rifampicin-isoniazid-pyrazinamide-635,Combined anti- Tubercular Preparations,Tuberculosis
636,Rifampicin + Isoniazid,rifampicin-isoniazid-636,Combined anti- Tubercular Preparations,Tuberculosis
956,Rifampicin,rifampicin-956,Anti-Tubercular Antibiotics,Tuberculosis
955,Riboflavin,riboflavin-955,Vitamin-B preparations,Thiamine and riboflavin deficiency
1049,Salmeterol + Fluticasone Propionate,salmeterol-fluticasone-propionate-1049,Long-acting selective Î²-adrenoceptor stimulants,COPD
1045,Salicylic Acid + Lactic Acid,salicylic-acid-lactic-acid-1045,Combined preparations,Warts
974,Salicylic Acid,salicylic-acid-974,Topical salicylic preparation,Warts
625,Salbutamol + Ipratropium (Solution for inhalation),salbutamol-ipratropium-solution-for-inhalation-625,Combined bronchodilators,COPD
1784,Salbutamol + Ipratropium (Inhaler),salbutamol-ipratropium-inhaler-1784,Combined bronchodilators,Severe bronchospasm
1317,Salbutamol (Inhaler),salbutamol-inhaler-1317,Short-acting selective & Î²2-adrenoceptor stimulants,Emphysema
1318,Salbutamol,salbutamol-1318,Short-acting selective & Î²2-adrenoceptor stimulants,Emphysema
1365,Sacubitril + Valsartan,sacubitril-valsartan-1365,,
1044,Saccharin Sodium,saccharin-sodium-1044,Oral nutritional preparations,Artificial sweetener
1828,S-Amlodipine Besilate (Levamlodipine),s-amlodipine-besilate-levamlodipine-1828,Calcium-channel blockers,Stroke
1467,Ruxolitinib,ruxolitinib-1467,Pyrrolopyrimidines,Polycythaemia vera
972,Rupatadine Fumarate,rupatadine-fumarate-972,Non-sedating antihistamines,
971,Roxithromycin,roxithromycin-971,Macrolides,Urethritis
1272,Roxatidine,roxatidine-1272,H2 receptor antagonist,Zollinger-Ellison syndrome
2051,Roxadustat,roxadustat-2051,Drugs for Haemolytic Hypoplastic & Renal Anemia,Kidney disease
568,Rotavirus Vaccine,rotavirus-vaccine-568,Vaccines; Anti-sera & Immunoglobulin,Rotavirus diarrhea
970,Rosuvastatin,rosuvastatin-970,Other Anti-anginal & Anti-ischaemic drugs,Stroke
736,Rosiglitazone + Metformin Hydrochloride,rosiglitazone-metformin-hydrochloride-736,Combination Oral hypoglycemic preparations,Type 2 DM
969,Ropinirole,ropinirole-969,Antiparkinson drugs,Tourette syndrome
984,Sildenafil Citrate,sildenafil-citrate-984,Drugs for Erectile Dysfunction,Pulmonary arterial hypertension
983,Sevoflurane,sevoflurane-983,General (Inhalation) anesthetics,Obstetric analgesia
1348,Sevelamer Hydrochloride,sevelamer-hydrochloride-1348,Drugs for reduction of serum phosphorus in patients with ESRD,End-stage renal failure
982,Sevelamer Carbonate,sevelamer-carbonate-982,Drugs for reduction of serum phosphorus in patients with ESRD,Hyperphosphataemia
1841,Sesame oil + Cactus extract + Beeswax,sesame-oil-cactus-extract-beeswax-1841,Topical retinoid and related preparations,Rough skin
981,Sertraline Hydrochloride,sertraline-hydrochloride-981,SSRIs & related anti-depressant drugs,Trichotillomania
1424,Sertaconazole Nitrate,sertaconazole-nitrate-1424,Topical Antifungal preparations,Tinea pedis (athleteâ€™s foot)
980,Sennosides,sennosides-980,Osmotic purgatives,Constipation
1971,Semaglutide (Tablet),semaglutide-tablet-1971,GLP-1 receptor agonists,Type 2 DM
1969,Semaglutide (Injection),semaglutide-injection-1969,GLP-1 receptor agonists,Type 2 DM
2036,Selexipag,selexipag-2036,Non-prostanoid IP prostacyclin receptor agonist,Pulmonary arterial hypertension
1422,Selegiline Hydrochloride,selegiline-hydrochloride-1422,Antiparkinson drugs,Parkinsonâ€™s disease
1464,Secukinumab,secukinumab-1464,Drugs for Osteoarthritis,Rheumatoid arthritis
979,Secnidazole,secnidazole-979,Amoebicides,Trichomoniasis
978,Saxagliptin,saxagliptin-978,Dipeptidyl Peptidase-4 (DPP-4) inhibitor,Type 2 DM
1394,Saquinavir Mesylate,saquinavir-mesylate-1394,Anti-viral drugs,HIV infection
1875,Salvia Officinalis,salvia-officinalis-1875,Miscellaneous topical agents,Intimate hygiene wash
1283,Salsalate,salsalate-1283,Drugs for Osteoarthritis,Rheumatoid arthritis
977,Salmon Calcitonin,salmon-calcitonin-977,Hormone in bone formation by Inhibiting bone resorption,Post-menopausal osteoporosis
975,Salmeterol Xinafoate,salmeterol-xinafoate-975,Long-acting selective Î²-adrenoceptor stimulants,COPD
999,Sodium Dichloroisocyanurate,sodium-dichloroisocyanurate-999,Water purifying agent,Water purification
996,Sodium Cromoglicate + Xylometazoline Hydrochloride,sodium-cromoglicate-xylometazoline-hydrochloride-996,Mast Cell Stabiliser,Rhinitis
998,Sodium Cromoglicate [4%],sodium-cromoglicate-4-998,Mast Cell Stabiliser,Rhinitis
997,Sodium Cromoglicate [2%],sodium-cromoglicate-2-997,Mast Cell Stabiliser,Rhinitis
1435,Sodium Chloride + Potassium Chloride + Sodium Acetate,sodium-chloride-potassium-chloride-sodium-acetate-1435,Electrolytes preparations,Vomiting
351,Sodium Chloride + Dextrose,sodium-chloride-dextrose-351,Parenteral nutritional preparations,Fluid and electrolyte imbalance
1678,Sodium Chloride (Tablet),sodium-chloride-tablet-1678,Oral electrolytes preparations,Sodium Chloride deficiency
1545,Sodium Chloride (Ophthalmic Solution),sodium-chloride-ophthalmic-solution-1545,Other ophthalmic preparations,Pain or swelling of the cornea
995,Sodium Chloride (Nasal preparation),sodium-chloride-nasal-preparation-995,Nasal Decongestants & Other Nasal Preparations,Pain or swelling of the cornea
1352,Sodium Chloride (Intravenous Solution),sodium-chloride-intravenous-solution-1352,Intravenous fluid preparations,Metabolic alkalosis
992,Sodium Bicarbonate,sodium-bicarbonate-992,Intravenous fluid preparations,Urine alkalinisation
1451,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,sodium-alginate-sodium-bicarbonate-calcium-carbonate-1451,Antacids,
903,Sodium Alginate + Potassium Bicarbonate,sodium-alginate-potassium-bicarbonate-903,Antacids,
991,Snake Venom Antiserum,snake-venom-antiserum-991,Vaccines; Anti-sera & Immunoglobulin,Envenomation caused by snake bites
737,Sitagliptin + Metformin Hydrochloride,sitagliptin-metformin-hydrochloride-737,Combination Oral hypoglycemic preparations,Type 2 DM
990,Sitagliptin,sitagliptin-990,Dipeptidyl Peptidase-4 (DPP-4) inhibitor,Type 2 DM
989,Simvastatin,simvastatin-989,Other Anti-anginal & Anti-ischaemic drugs,Stroke
988,Simethicone,simethicone-988,Anti-dyspeptic/Carminatives,Upper Gl bloating
986,Silver Sulfadiazine,silver-sulfadiazine-986,Topical Antibiotic preparations,Wounds
985,Silodosin,silodosin-985,BPH/ Urinary retention/ Urinary incontinence,Benign prostatic hyperplasia (BPH)
1596,Somatostatin,somatostatin-1596,Growth hormone antagonist,Haemorrhage
1007,Solifenacin Succinate,solifenacin-succinate-1007,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Urinary frequency and urgency
1006,Sofosbuvir + Velpatasvir,sofosbuvir-velpatasvir-1006,Hepatic viral infections (Hepatitis C),Chronic hepatitis C
1005,Sofosbuvir,sofosbuvir-1005,Hepatic viral infections (Hepatitis C),Chronic hepatitis C
1004,Sodium Valproate,sodium-valproate-1004,Primary anti-epileptic drugs,Unipolar and bipolar depression
1003,Sodium Thiosulfate,sodium-thiosulfate-1003,Antidote preparations,Cyanide poisoning
32,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,sodium-succinate-cytochrome-c-adenosine-nicotinamide-32,Drugs for lens opacification,Lens opacification
1281,Sodium Stibogluconate,sodium-stibogluconate-1281,Leishmaniacides,Visceral leishmaniasis
1449,Sodium Polystyrene Sulfonate,sodium-polystyrene-sulfonate-1449,Calcium Regulator,Hyperkalemia
1867,Sodium Picosulfate + Magnesium Oxide + Citric Acid,sodium-picosulfate-magnesium-oxide-citric-acid-1867,Enema & bowel cleansing solution,Cleansing of the colon
1480,Sodium Picosulfate,sodium-picosulfate-1480,Osmotic purgatives,Constipation
1278,Sodium Nitroprusside Dihydrate,sodium-nitroprusside-dihydrate-1278,Vasodilator antihypertensive drugs,Severe hypertension
1264,Sodium Hypochlorite,sodium-hypochlorite-1264,Bleaching and Disinfectants,Wound and burn dressing
1602,Sodium Hyaluronate + Carboxymethylcellulose Sodium,sodium-hyaluronate-carboxymethylcellulose-sodium-1602,Drugs for Dry eyes,Dry eye
1355,Sodium Hyaluronate (Ophthalmic),sodium-hyaluronate-ophthalmic-1355,Drugs for Dry eyes,Lubrication
1002,Sodium Hyaluronate (Injection),sodium-hyaluronate-injection-1002,Drugs for Osteoarthritis,Surgical aid in the anterior segment
1001,Sodium Fusidate (Topical),sodium-fusidate-topical-1001,Topical Antibiotic preparations,Varicose ulcers
1181,Sodium Fusidate (Oral),sodium-fusidate-oral-1181,,Susceptible infections
1000,Sodium Fluoride (Mouthwash),sodium-fluoride-mouthwash-1000,Anticavity Mouthwash,Dental caries
372,Sodium Dihydrogen Phosphate + Disodium Hydrogen Phosphate,sodium-dihydrogen-phosphate-disodium-hydrogen-phosphate-372,Enema & bowel cleansing solution,Constipation
1024,Sulphamethoxazole + Trimethoprim,sulphamethoxazole-trimethoprim-1024,Sulphonamides & Trimethoprim,Urinary tract infection
938,Sulphadoxine + Pyrimethamine,sulphadoxine-pyrimethamine-938,Anti-malarial drugs,Chloroquine-resistant falciparum malaria
1022,Sulindac,sulindac-1022,Drugs for Osteoarthritis,Rheumatoid arthritis
1021,Sulfinpyrazone,sulfinpyrazone-1021,Drugs used in Gout,Hyperuricaemia
1020,Sulfasalazine,sulfasalazine-1020,Drugs for Irritable Bowel Syndrome,Rheumatoid arthritis
1023,Sulfacetamide sodium,sulfacetamide-sodium-1023,Ophthalmic antibacterial drugs,Inflammatory conditions of the palpebral and bulbar conjunctiva
1896,Sulconazole Nitrate,sulconazole-nitrate-1896,,
1633,Sucralose + Acesulfame Potassium,sucralose-acesulfame-potassium-1633,Oral nutritional preparations,Artificial sweetener
1046,Sucralose,sucralose-1046,Oral nutritional preparations,Artificial sweetener
1019,Sucralfate,sucralfate-1019,Chelating complex,Peptic ulcer disease
1018,Strontium Ranelate,strontium-ranelate-1018,Inhibiting bone resorption,Post-menopausal osteoporosis
1017,Streptomycin,streptomycin-1017,Aminoglycosides,Tuberculosis
1016,Streptokinase,streptokinase-1016,Fibrinolytics (Thrombolytics),Pulmonary thromboembolism
1015,Spironolactone,spironolactone-1015,Potassium-sparing diuretics,Severe congestive heart failure
1014,Spiramycin,spiramycin-1014,Macrolides,Toxoplasmosis
1013,Spectinomycin,spectinomycin-1013,Macrolides,Urethritis
1012,Sparfloxacin,sparfloxacin-1012,4-Quinolone preparations,Upper and lower respiratory tract infections
1011,Sotalol Hydrochloride,sotalol-hydrochloride-1011,Anti adrenergic agent (Beta blockers),Supraventricular and ventricular arrhythmias
1010,Sorafenib Tosylate,sorafenib-tosylate-1010,Targeted Cancer Therapy,Renal cell carcinoma
1009,Somatropin,somatropin-1009,Drugs for Growth failure,Growth hormone deficiency
1395,Tedizolid Phosphate,tedizolid-phosphate-1395,,Complicated skin and skin structure infections
1830,Tea Tree Oil + Geothermal Water + Vitamin E,tea-tree-oil-geothermal-water-vitamin-e-1830,Miscellaneous topical agents,Acne vulgaris
1624,Tea tree oil + Geothermal water (hair & body),tea-tree-oil-geothermal-water-hair-body-1624,Miscellaneous topical agents,Dry eye
1783,Tea tree oil + Geothermal water (eye),tea-tree-oil-geothermal-water-eye-1783,Other preparations,Eye health
1668,Tea tree oil + Echinacea + Geothermal water,tea-tree-oil-echinacea-geothermal-water-1668,Oral preparations,Oral hygiene
1034,Tazarotene,tazarotene-1034,Topical retinoid and related preparations,Stable plaque psoriasis
1033,Tapentadol Hydrochloride,tapentadol-hydrochloride-1033,Opioid analgesics,Pain
1031,Tamsulosin Hydrochloride + Dutasteride,tamsulosin-hydrochloride-dutasteride-1031,BPH/ Urinary retention/ Urinary incontinence,Benign prostatic hyperplasia (BPH)
1032,Tamsulosin  Hydrochloride,tamsulosin-hydrochloride-1032,BPH/ Urinary retention/ Urinary incontinence,Benign prostatic hyperplasia (BPH)
1030,Tamoxifen Citrate,tamoxifen-citrate-1030,Hormonal Chemotherapy,Breast cancer
1375,Tafluprost,tafluprost-1375,Drugs for miotics and glaucoma,Open angle glaucoma
1029,Tadalafil,tadalafil-1029,Drugs for Erectile Dysfunction,Pulmonary arterial hypertension
1028,Tacrolimus (Topical),tacrolimus-topical-1028,Drugs affecting the immune response,Vitiligo
